start,end,Location,satisfaction,wait_mins,Gender,age_group,Language,Corruption,cooperative,Experiences or suggestions of citizens,duration_mins
2019-04-02 08:23:14.406000+00:00,2019-04-02 08:27:30.836000+00:00,KCCA (Naguru),4,40,Male,Between 30-50,English,No,Very cooperative,He came to attend a meeting concerning health matters here at KCCA office. He says that the meeting was to sensitize them on the epidemic breakouts.,4.273833333
2019-04-02 08:41:06.635000+00:00,2019-04-02 08:43:41.430000+00:00,UG Police (Ntinda),2,5,Male,Under 30,English,No,Very cooperative,He came to get a police letter such that he can be able to replace his UNEB certificate but the officer refused and told him to go back to UNEB offices. He says that the officer wanted money which he was not ready to give her since he was already from spending at the UNEB office paying for the certificate.,2.579916667
2019-04-02 08:54:04.569000+00:00,2019-04-02 08:55:35.660000+00:00,UG Police (Ntinda),4,15,Male,Between 30-50,English,No,Very cooperative,He came to open up a criminal case of someone breaking into his shop.  He says that he was able to open up the case.,1.518183333
2019-04-02 09:06:04.297000+00:00,2019-04-02 09:07:42.098000+00:00,UG Police (Ntinda),4,20,Female,Under 30,Luganda,No,Very cooperative,She came to follow up a case of her husband who is in police custody for child neglect. She says that she needs him to take full responsibility for his child.,1.630016667
2019-04-02 09:18:16.163000+00:00,2019-04-02 09:19:49.177000+00:00,UG Police (Ntinda),3,40,Female,Under 30,Luganda,No,Uncooperative,She says that the OC is helping her on her issue. And she is grateful of the police service.,1.550233333
2019-04-02 09:31:07.357000+00:00,2019-04-02 09:32:37.229000+00:00,UG Police (Ntinda),3,10,Male,Between 30-50,Luganda,No,Very cooperative,He came to get a police letter such that he can be able to replace his simcard which had got lost.,1.497866667
2019-04-02 09:37:04.943000+00:00,2019-04-02 09:44:53.885000+00:00,UG Police (Ntinda),2,30,Male,Between 30-50,Luganda,No,Very cooperative,He came to follow up on case of his brother who came yesterday to report a case of stealing his company bike and he was arrested. So he says that the company manager is coming to the station such that they can get bail for him.,7.8157
2019-04-02 09:56:07.568000+00:00,2019-04-02 09:58:55.797000+00:00,UG Police (Ntinda),4,5,Male,Under 30,Luganda,No,Neutral,"He came to report a person who picked his National ID which he dropped as he was getting money from his wallet. He says that this person asked for 50,000 to give him back his ID which he didn't have. So he wants s the police to help him get his ID back.",2.803816667
2019-04-02 10:02:53.330000+00:00,2019-04-02 10:05:22.923000+00:00,UG Police (Ntinda),3,15,Female,Under 30,English,Yes,Very cooperative,She came to process a police letter such that she can replace her lines. She says that the service was ok today.,2.493216667
2019-04-02 10:11:05.076000+00:00,2019-04-02 10:12:18.345000+00:00,UG Police (Ntinda),3,40,Male,Between 30-50,Luganda,No,Neutral,He says that he has a suspect here so he came to find out the way forward and get a police bond for him.,1.22115
2019-04-02 10:17:05.458000+00:00,2019-04-02 10:24:17.165000+00:00,UG Police (Ntinda),3,120,Male,Between 30-50,Luganda,Yes,Very cooperative,He says that he was arrested for riding his bike while over hooting like a police siren. He says that he was charged money and also told to leave the siren behind at the station.,7.195116667
2019-04-02 10:24:38.570000+00:00,2019-04-02 10:25:59.096000+00:00,UG Police (Ntinda),3,15,Female,Under 30,Luganda,No,Very cooperative,She came to report a person who has been stealing her things and she wants the police the assist her and arrest him such that he can pay her phone back.,1.3421
2019-04-02 10:37:08.982000+00:00,2019-04-02 10:39:17.578000+00:00,UG Police (Ntinda),2,30,Male,Under 30,Luganda,Yes,Very cooperative,"He says that the officer asked him for 50,000 but he didn't have and gave him 20,000 because he was brought to the station for driving without a driver's license.",2.143266667
2019-04-08 08:48:00.888000+00:00,2019-04-08 08:51:46.091000+00:00,KCCA (Headquarters),4,20,Male,Between 30-50,English,No,Very cooperative,He wasn't helped as his lawyer didn't finalise with the paperwork that was needed today. He however said that the staff in the judicial department is mostly arrogant and make it seem like they are doing citizens a favour just by being in the offices.,3.753383333
2019-04-04 06:57:27.183000+00:00,2019-04-04 06:59:25.011000+00:00,KCCA (Naguru),4,20,Male,Between 30-50,Luganda,No,Very cooperative,He came to pick his impounded vechile for doing outdoor advertisements without a license. He says that he cleared all the charges.,1.9638
2019-04-04 07:13:04.022000+00:00,2019-04-04 07:14:53.010000+00:00,KCCA (Naguru),2,30,Female,Between 30-50,Luganda,No,Very cooperative,She says that she came to pick up her which were impounded. But they were mixed up with others so she found a hard time sorting her things from others.,1.816466667
2019-04-04 07:25:03.654000+00:00,2019-04-04 07:26:50.924000+00:00,KCCA (Naguru),4,15,Male,Between 30-50,Luganda,No,Neutral,He came to do a tax assessment for his business. He says that the service was ok and he appreciates the customer service care of KCCA.,1.787833333
2019-04-04 07:32:10.080000+00:00,2019-04-04 07:35:45.355000+00:00,KCCA (Naguru),4,5,Female,Over 50,Luganda,No,Very cooperative,She came to get birth certificate for her children. But she was told to fill in the application forms and afterwards to submit them in for the Birth Certificate processing.,3.587916667
2019-04-04 07:49:05.331000+00:00,2019-04-04 07:50:46.820000+00:00,KCCA (Naguru),4,10,Female,Over 50,Luganda,No,Very cooperative,She came to get a tax assessment for her business. She says that the service was very good. And also that the staff was friendly.,1.691483333
2019-04-04 08:05:05.585000+00:00,2019-04-04 08:06:58.107000+00:00,KCCA (Naguru),2,40,Female,Between 30-50,Luganda,No,Very cooperative,She came to see the Mayor but she was not able because he was not yet in his office. She says after waiting for a while she decided to leave that she will come back later.,1.875366667
2019-04-04 08:18:54.251000+00:00,2019-04-04 08:21:21.666000+00:00,KCCA (Naguru),4,40,Female,Between 30-50,Luganda,No,Very cooperative,She came to pick a wheelchair for her child. She says that the process was long unnecessarily yet they had finished all the paperwork.,2.456916667
2019-04-04 08:27:05.737000+00:00,2019-04-04 08:29:12.054000+00:00,KCCA (Naguru),3,10,Female,Between 30-50,Luganda,No,Very cooperative,She came to get a Trading License for her shop. She says that she finished payments only printing out the license.,2.105283333
2019-04-04 08:29:39.899000+00:00,2019-04-04 08:36:58.427000+00:00,KCCA (Naguru),3,30,Female,Over 50,Luganda,No,Very cooperative,She came to get a wheelchair for her child who has a spincode issue and can not move well. She is grateful of the support because these wheelchairs are very expensive.,7.3088
2019-04-04 08:44:04.911000+00:00,2019-04-04 08:45:52.212000+00:00,KCCA (Naguru),4,30,Male,Under 30,English,No,Very cooperative,He came to register his project group but he was not able because it was still lacking minutes if the meetings and also some signatures from the members.,1.78835
2019-04-01 07:38:30.657000+00:00,2019-04-01 07:46:59.418000+00:00,UG Police (Wandegeya),2,5,Male,Between 30-50,English,No,Neutral,He was beaten by some one and came to report and bring some documents  to be signed by the he CID but was told that he was not in and that the CID nolonger signs on documents. He was not helped .,8.47935
2019-04-01 07:59:22.683000+00:00,2019-04-01 08:02:02.153000+00:00,UG Police (Wandegeya),2,1,Male,Under 30,English,No,Very cooperative,He came to report the mechanic who refused to give him his phone. Service was good  because he was talked to but he was not helped but sent to another police station.,2.657833333
2019-04-01 08:02:18.478000+00:00,2019-04-01 08:15:29.212000+00:00,UG Police (Wandegeya),4,2,Male,Between 30-50,Luganda,No,Neutral,He came to get a form to replace his lines . Service was good because it was fast and he was talked to well.,13.1789
2019-04-01 08:20:45.169000+00:00,2019-04-01 08:23:32.612000+00:00,UG Police (Wandegeya),4,3,Female,Under 30,English,No,Neutral,Her phone was replaced and she was helped because they gave her a police letter. But all this depends on how you approach a person. So clients should also behave in order to be helped.,2.790716667
2019-04-01 08:33:15.584000+00:00,2019-04-01 08:37:45.086000+00:00,UG Police (Wandegeya),2,180,Female,Between 30-50,English,No,Neutral,She came to see a suspect. Service is fair but she has been at the station since morning at six up to now because on Monday they don't usually allow people inside. Service is not so good because she has waited for long.,4.4917
2019-04-01 08:46:13.567000+00:00,2019-04-01 08:48:03.648000+00:00,UG Police (Wandegeya),3,30,Male,Under 30,Luganda,No,Very cooperative,His taxi has been brought to the station because one of it's tyres has gone old. Service is not bad because they are not handled badly but talked to well and brought to the station.,1.834683333
2019-04-01 08:48:20.631000+00:00,2019-04-01 08:52:40.192000+00:00,UG Police (Wandegeya),3,60,Male,Under 30,Luganda,No,Neutral,He was parking badly so his motorcycle was brought to the station. Service is good and one needs alot of patience so as to be helped because they are arresting for minor things which they are making an issue,4.326016667
2019-04-01 08:55:28.453000+00:00,2019-04-01 08:57:42.764000+00:00,UG Police (Wandegeya),2,65,Male,Under 30,Luganda,No,Very cooperative,He came to try to get his taxi because it was brought to the station afte being found in a line. They checked it and brought it to the station. Service is not good because they have been at the station and they are not being helped.,2.238516667
2019-04-01 09:14:39.157000+00:00,2019-04-01 09:16:19.668000+00:00,UG Police (Wandegeya),3,2,Female,Between 30-50,English,No,Neutral,She came to get a replacement letter to get new lines because her phone was stolen. She has been helped and serves good and fast. Workers also talked well .,1.675183333
2019-04-01 09:32:38.125000+00:00,2019-04-01 09:35:37.941000+00:00,UG Police (Wandegeya),2,80,Male,Under 30,Luganda,No,Very cooperative,"He was stopped by the traffic Officer for carrying two passengers . He was fine with areciept of 100000 shs. Service was not good because when he got to the station, he was handled pooly and the officer pulled his trousers.",2.996933333
2019-04-01 09:36:13.037000+00:00,2019-04-01 09:38:00.849000+00:00,UG Police (Wandegeya),2,200,Female,Between 30-50,Luganda,No,Neutral,She came to see a suspect but was told to wait until mid day. She has been waiting from morning but they have not allowed her to see the suspect yet she comes from far.,1.796866667
2019-04-01 09:40:32.105000+00:00,2019-04-01 09:42:28.876000+00:00,UG Police (Wandegeya),3,70,Male,Under 30,Luganda,No,Very cooperative,He came to bring breakfast to his client. He was helped because it wasn't visiting time but he was able to give him some good. Service was fair but it took long because he waited for long.,1.946183333
2019-04-04 07:17:15.580000+00:00,2019-04-04 07:19:33.331000+00:00,UG Police (Kira Road),4,50,Female,Between 30-50,Luganda,No,Very cooperative,"She came to follow up on a th for issues. Service was good because the suspect was arrested anthey are heading back to
busia. The suspect stole a motorcycle from busia. They were helps.",2.29585
2019-04-04 07:31:33.426000+00:00,2019-04-04 07:34:35.189000+00:00,UG Police (Kira Road),3,30,Female,Between 30-50,Luganda,No,Neutral,She came to see a suspect. They were going for parade so they allowed her to give him something to eat which is good because they could have refused . But they accepted.,3.029383333
2019-04-04 07:45:58.460000+00:00,2019-04-04 07:47:47.503000+00:00,UG Police (Kira Road),2,2,Male,Between 30-50,Luganda,No,Very cooperative,He came to report an asult case of a police man who beat him up but he was not helped because he doesn't know the name to the police man who beat him. He was told to go and research for the name of the police man.,1.817383333
2019-04-04 07:55:39.859000+00:00,2019-04-04 08:01:01.480000+00:00,UG Police (Kira Road),3,15,Male,Between 30-50,Luganda,No,Neutral,He came to see a suspect but found them at parade. He was allowed to leave the food he had brought but couldn't go in to see the suspect. He was helped.,5.36035
